"«Корунд-М», ЗАО","""Korund-M"", CJSC",Москва,Россия,Moscow,Russia,Стенд: 1A5-3,Stand: 1A5-3
Государственное бюджетное учреждение города Москвы «Корпорация развития Зеленограда»,"State budgetary institution of the city of Moscow ""Zelenograd Development Corporation""",Москва,Россия,Moscow,Russia,Стенд: 1B9,Stand: 1B9
"Государственный научно-исследовательский институт биологического приборостроения, ФГУП (ФГУП «ГосНИИБП»)","State Research Institute of Biological Instrumentation, Federal State Unitary Enterprise (FSUE ""GosNIIBP"")",Москва,Россия,Moscow,Russia,Стенд: 4C3,Stand: 4C3
"Государственный научный центр «Институт иммунологии», ФГБУ, Федерального медико-биологического агентства","State Research Center ""Institute of Immunology"", FGBU, Federal Medical and Biological Agency",Москва,Россия,Moscow,Russia,Стенд: 4C3,Stand: 4C3
"ГПТП «Гранит», АО","GPTP ""Granit"", JSC",Москва,Россия,Moscow,Russia,"Стенд: 3C1, 2O5","Stand: 3C1, 2O5"
ГрандМоторс,GrandMotors,Москва,Россия,Moscow,Russia,Стенд: 3O10,Stand: 3O10
ГРАНЗА ЗАВОД ОГРАЖДЕНИЙ,GRANZA FENCE PLANT,Оренбург,Россия,Orenburg,Russia,Стенд: 4B5-1,Stand: 4B5-1
"ГРПЗ, АО",GRPZ JSC,Рязань,Россия,Ryazan,Russia,Стенд: 4O1,Stand: 4O1
Группа компаний «Калашников»,"Group of companies ""Kalashnikov""",Ижевск,Россия,Izhevsk,Russia,Стенд: Демоцентр,Stand: Democenter
Группа компаний ISBC,ISBC group of companies,Москва,Россия,Moscow,Russia,Стенд: 1B9,Stand: 1B9
Группа МЕТТАТРОН,METTATRON Group,Москва,Россия,Moscow,Russia,Стенд: 1F2-4,Stand: 1F2-4
Группа Полипластик,Polyplastic Group,Москва,Россия,Moscow,Russia,Стенд: 4E5-1,Stand: 4E5-1
ГРЦ Макеева,GRC Makeeva,Миасс,Россия,Miass,Russia,,
ГТИ-Проектное Бюро ООО,GTI-Project Bureau LLC,Ижевск,Россия,Izhevsk,Russia,Стенд: 3A4-2,Stand: 3A4-2
ГУФСИН России по Свердловской области,GUFSIN of Russia in the Sverdlovsk region,Екатеринбург,Россия,Yekaterinburg,Russia,Стенд: 4F5-13,Stand: 4F5-13
ГУФСИН России по Челябинской области,GUFSIN of Russia in the Chelyabinsk region,Челябинск,Россия,Chelyabinsk,Russia,Стенд: 4F4-4,Stand: 4F4-4
ДАЛЮС производственная фирма,DALYUS production company,Москва,Россия,Moscow,Russia,Стенд: Заочно,Stand: In absentia
"Деловая Россия: промышленность, транспорт, социальная жизнь","Business Russia: industry, transport, social life",Екатеринбург,Россия,Yekaterinburg,Russia,Стенд: Заочно,Stand: In absentia
"ДЕЛОВОЙ СОЮЗ, ООО","BUSINESS UNION, LLC",Серпухов,Россия,Serpukhov,Russia,Стенд: 3E3-6,Stand: 3E3-6
Дефайнум,Definum,Химки,Россия,Khimki,Russia,Стенд: 1A4-3,Stand: 1A4-3
"Джи Пи Групп, ООО","G.P. Group, OOO",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 1F3-2,Stand: 1F3-2
Джиэнтех,Giantech,Москва,Россия,Moscow,Russia,Стенд: 1F2-5,Stand: 1F2-5
Диагностика-М,Diagnostics-M,Москва,Россия,Moscow,Russia,,
"Диагональ, ООО","Diagonal, OOO",Воронеж,Россия,Voronezh,Russia,Стенд: 3B3-3,Stand: 3B3-3
ДИИП-Центр,DIIP Center,Москва,Россия,Moscow,Russia,Стенд: 4F4-2,Stand: 4F4-2
Диодосвет,Diodolight,Воронеж,Россия,Voronezh,Russia,Стенд: 3B3-3,Stand: 3B3-3
"Дисплей, ОАО","Display, JSC",Москва,Россия,Moscow,Russia,Стенд: 2D2-3,Stand: 2D2-3
ДНК-Технология,DNA Technology,Москва,Россия,Moscow,Russia,Стенд: 5С3,Stand: 5S3
"Долгопрудненское научно-производственное предприятие, ПАО","Dolgoprudny Research and Production Enterprise, PJSC",Долгопрудный,Россия,Dolgoprudny,Russia,"Стенд: 3C1, 2O5","Stand: 3C1, 2O5"
ДОЛОМАНТ,DOLOMANT,Москва,Россия,Moscow,Russia,Стенд: 1B4-3,Stand: 1B4-3
ДОСААФ России,DOSAAF of Russia,Москва,Россия,Moscow,Russia,Стенд: 4B1-1,Stand: 4B1-1
"Дрон солюшнс, ООО","Dron Solutions, OOO",Москва,Россия,Moscow,Russia,,
"Дубненский завод коммутационной техники, АО","Dubna plant of switching equipment, JSC",Дубна,Россия,Dubna,Russia,Стенд: 1D2-2,Stand: 1D2-2
"Дубненский кабельный завод, АО","Dubna Cable Plant, JSC",Дубна,Россия,Dubna,Russia,Стенд: 1D2-2,Stand: 1D2-2
"Дукс, АО","Duks, AO",Москва,Россия,Moscow,Russia,,
"ЕМР, ООО","EMR, OOO",Москва,Россия,Moscow,Russia,Стенд: 2A1-3,Stand: 2A1-3
"ЕТС ЭЛЕКТРОНИКС, ООО",ETS ELECTRONICS LLC,Москва,Россия,Moscow,Russia,Стенд: 3B2-4,Stand: 3B2-4
Журнал «Региональная Россия»,"Journal ""Regional Russia""",Москва,Россия,Moscow,Russia,Стенд: Заочно,Stand: In absentia
Журнал Вертолетная индустрия,Magazine Helicopter Industry,Одинцово,Россия,Odintsovo,Russia,Стенд: Заочно,Stand: In absentia
"Завод «Буревестник», ПАО","Burevestnik Plant, PJSC",Ленинградская обл.,Россия,Leningrad region,Russia,Стенд: 3F5-1,Stand: 3F5-1
"Завод «Красное знамя», ПАО","Plant ""Red Banner"", PJSC",Рязань,Россия,Ryazan,Russia,"Стенд: 3C1, 2O5","Stand: 3C1, 2O5"
Завод «Пластмасс»,"Plant ""Plastmass""",Копейск,Россия,Kopeysk,Russia,Стенд: Демоцентр,Stand: Democenter
"Завод «Радиоприбор», ПАО","Plant ""Radiopribor"", PJSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 2B2-4,Stand: 2B2-4
"ЗАВОД «ФИОЛЕНТ», АО","PLANT ""FIOLENT"", JSC",Симферополь,Россия,Simferopol,Russia,Стенд: 3D6,Stand: 3D6
"Завод №9, АО","Plant No. 9, JSC",Екатеринбург,Россия,Yekaterinburg,Russia,,
"Завод им .А.А.Кулакова, АО","Plant named after A.A. Kulakov, JSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: Демоцентр,Stand: Democenter
Завод им. В.А. Дегтярёва,Plant them. V.A. Degtyarev,Ковров,Россия,Kovrov,Russia,Стенд: 3B1-2,Stand: 3B1-2
"Завод кондиционеров «Август», ООО","Factory of conditioners ""Avgust"", LLC",Самарская обл.,Россия,Samara region,Russia,Стенд: 1B7-3,Stand: 1B7-3
"ЗАВОД МЕТАЛЛОКЕРАМИЧЕСКИХ МАТЕРИАЛОВ «МЕТМА», АО","PLANT OF CERAMIC MATERIALS ""METMA"", JSC",Йошкар-Ола,Россия,Yoshkar-Ola,Russia,Стенд: 2F2-4,Stand: 2F2-4
"Завод пожарных автомобилей Спецавтотехника, ООО","Plant of fire trucks Spetsavtotekhnika, LLC",,Россия,,Russia,Стенд: 5O17,Stand: 5O17
"Завод ПРОТОН, АО","Plant PROTON, JSC",Москва,Россия,Moscow,Russia,Стенд: 1E5-1,Stand: 1E5-1
"Завод СпецАгрегат, ООО","Zavod SpetsAgregat, OOO",Миасс,Россия,Miass,Russia,Стенд: 1O6,Stand: 1O6
Завод Труд,Plant Labor,Нижний Новгород,Россия,Nizhny Novgorod,Russia,Стенд: 2B2-2,Stand: 2B2-2
"Завод Элекон, АО","Plant Elecon, JSC",Казань,Россия,Kazan,Russia,Стенд: 2B3-1,Stand: 2B3-1
Завод электромедицинской аппаратуры,Factory of electromedical equipment,Yekaterinburg,Россия,Yekaterinburg,Russia,Стенд: 5С3,Stand: 5S3
"Завод Электросигнал, ОАО","Zavod Elektrosignal, OJSC",Новосибирск,Россия,Novosibirsk,Russia,Стенд: 2B6-2,Stand: 2B6-2
"Завод Юпитер, ЗАО","Plant Jupiter, CJSC",Валдай,Россия,Valdai,Russia,Стенд: 2C3-2,Stand: 2C3-2
"ЗАСЛОН, АО",ZASLON JSC,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 1D4,Stand: 1D4
ЗВЕЗДА,STAR,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 3E5-1,Stand: 3E5-1
ЗВЕЗДОЧКА,STAR,Северодвинск,Россия,Severodvinsk,Russia,Стенд: Демоцентр,Stand: Democenter
"Зеленодольский завод имени А.М. Горького, АО","Zelenodolsk plant named after A.M. Gorky, JSC",Зеленодольск,Россия,Zelenodolsk,Russia,Стенд: 3D6,Stand: 3D6
"Зеленодольское ПКБ, АО","Zelenodolsk Design Bureau, JSC",Зеленодольск,Россия,Zelenodolsk,Russia,Стенд: 3D6,Stand: 3D6
"Зеленодольское проектно-конструкторское бюро, АО","Zelenodolsk Design Bureau, JSC",Зеленодольск,Россия,Zelenodolsk,Russia,,
"ЗЕНИТ, ОАО",ZENIT JSC,Могилев,Беларусь,Mogilev,Belarus,Стенд: 2D2-4,Stand: 2D2-4
"Златоустовский завод оружейных специализированных сталей, ООО","Zlatoust Specialized Weapons Steel Plant, LLC",Златоуст,Россия,Zlatoust,Russia,Стенд: 3A3-2,Stand: 3A3-2
"ЗЛАТОУСТОВСКИЙ ЧАСОВОЙ ЗАВОД, ПАО","ZLATOUSTOVSK WATCH FACTORY, PJSC",Златоуст,Россия,Zlatoust,Russia,Стенд: 2A2-2,Stand: 2A2-2
"Ивановская текстильно-галантерейная фабрика, АО","Ivanovo textile and haberdashery factory, JSC",Иваново,Россия,Ivanovo,Russia,Стенд: 2A4-1,Stand: 2A4-1
"ИВК, АО","IVK, JSC",Москва,Россия,Moscow,Russia,Стенд: 3B3-1,Stand: 3B3-1
"Ижевский мотозавод «Аксион-холдинг», АО","Izhevsk motor plant ""Aksion-holding"", JSC",Ижевск,Россия,Izhevsk,Russia,Стенд: 3E4,Stand: 3E4
"Ижевский электромеханический завод «Купол», АО","Izhevsk Electromechanical Plant ""Kupol"", JSC",Ижевск,Россия,Izhevsk,Russia,"Стенд: 3C1, 2O5","Stand: 3C1, 2O5"
ИЗАГРИ ФЛАКС,ISAGRI FLUX,Москва,Россия,Moscow,Russia,Стенд: 3A3-4,Stand: 3A3-4
Издательский дом «Национальная оборона»,"Publishing House ""National Defense""",Москва,Россия,Moscow,Russia,Стенд: 2A1-1,Stand: 2A1-1
"Издательский дом «Премиум», ООО","Premium Publishing House, LLC",Ижевск,Россия,Izhevsk,Russia,Стенд: 4F2-7,Stand: 4F2-7
"Издательство «ВЫСОТА», СМИ","VYSOTA publishing house, mass media",Москва,Россия,Moscow,Russia,Стенд: Заочно,Stand: In absentia
"Изумруд, АО","Izumrud, JSC",Владивосток,Россия,Vladivostok,Russia,Стенд: 3C7,Stand: 3C7
ИК-1 УФСИН России по Костромской области,IK-1 UFSIN of Russia in the Kostroma region,Кострома,Россия,Kostroma,Russia,Стенд: 3A3-3,Stand: 3A3-3
ИНВЭЙВ,INWAVE,Москва,Россия,Moscow,Russia,Стенд: 1B4-2,Stand: 1B4-2
"Индорс Навигейшн, ООО","Indors Navigation, OOO",Москва,Россия,Moscow,Russia,Стенд: 1B9,Stand: 1B9
Инженер и промышленник сегодня,Engineer and industrialist today,Подольск,Россия,Podolsk,Russia,Стенд: 1F1-4,Stand: 1F1-4
Инжиниринговый центр «Форта»,"Engineering center ""Forta""",Москва,Россия,Moscow,Russia,Стенд: 3A4-5,Stand: 3A4-5
"ИНКОТЕХ, ООО","INCOTECH, OOO",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 2B7-1,Stand: 2B7-1
Инновационные медицинские технологии,Innovative medical technologies,Москва,Россия,Moscow,Russia,Стенд: 4B5-3,Stand: 4B5-3
"Инновационные медицинские технологии, ООО","Innovative medical technologies, LLC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,,
ИНСОВТ,INSOVT,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 4A1-2,Stand: 4A1-2
Институт Авиационного Приборостроения «Навигатор»,"Institute of Aviation Instrumentation ""Navigator""",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 3C4-2,Stand: 3C4-2
Институт аналитического приборостроения Российской академии наук,Institute of Analytical Instrumentation of the Russian Academy of Sciences,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 2A5-4,Stand: 2A5-4
Институт инженерной физики,Institute of Engineering Physics,Серпухов,Россия,Serpukhov,Russia,Стенд: 3C3,Stand: 3C3
"ИНСТИТУТ ПРИКЛАДНОЙ ФИЗИКИ, АО","INSTITUTE OF APPLIED PHYSICS, JSC",Новосибирск,Россия,Novosibirsk,Russia,Стенд: Демоцентр,Stand: Democenter
"Институт Сетевых Технологий, ЗАО","Institute of Network Technologies, CJSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: Заочно,Stand: In absentia
Институт физики имени Б.И. Степанова Национальной академии наук Беларуси,Institute of Physics named after B.I. Stepanov of the National Academy of Sciences of Belarus,,Россия,,Russia,Стенд: 2B8-1,Stand: 2B8-1
"Институт электронных управляющих машин им. И.С. Брука, ПАО","Institute of Electronic Control Machines. I.S. Brook, PAO",Москва,Россия,Moscow,Russia,Стенд: 5С2,Stand: 5S2
ИНТЕГРАЛ – управляющая компания холдинга «ИНТЕГРАЛ»,INTEGRAL is the managing company of the INTEGRAL holding,Минск,Беларусь,Minsk,Belarus,Стенд: 2D2-5,Stand: 2D2-5
Интегральные Решения,Integrated Solutions,Москва,Россия,Moscow,Russia,Стенд: 4B5-1,Stand: 4B5-1
ИНТЕЛЛЕКТ МАШИН,MACHINE INTELLIGENCE,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 4E2-1,Stand: 4E2-1
"ИнфоВотч, АО",InfoWatch JSC,Москва,Россия,Moscow,Russia,Стенд: 3B8-2,Stand: 3B8-2
Информационные спутниковые системы им. академика М. Ф. Решетнёва,Information satellite systems them. Academician M. F. Reshetnev,Железногорск,Россия,Zheleznogorsk,Russia,Стенд: VIP 3,Stand: VIP 3
"Информационные телекоммуникационные технологии, ПАО","Information telecommunication technologies, PJSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,,
"ИНФОТЕСТ-Р, АО","INFOTEST-R, JSC",Москва,Россия,Moscow,Russia,Стенд: 1A3-2,Stand: 1A3-2
ИОЛЛА,IOLLA,Пермь,Россия,Perm,Russia,Стенд: 3B1-3,Stand: 3B1-3
Исток-Аудио,Istok-Audio,Фрязино,Россия,Fryazino,Russia,Стенд: 4A2-7,Stand: 4A2-7
ИСТОР,HISTORY,Москва,Россия,Moscow,Russia,Стенд: 3A3-5,Stand: 3A3-5
ИТИС,ITIS,Химки,Россия,Khimki,Russia,Стенд: 2O8,Stand: 2O8
"ИТР.КОМ, ООО","ITR.COM, OOO",Москва,Россия,Moscow,Russia,Стенд: 2F3-9,Stand: 2F3-9
"К-Технологии, АО",K-Technologies JSC,,Россия,,Russia,Стенд: 1C4,Stand: 1C4
"Казанский вертолетный завод, АО",Kazan Helicopter Plant JSC,Казань,Россия,Kazan,Russia,Стенд: 1O3,Stand: 1O3
"КАЗАНСКИЙ ЗАВОД СИНТЕТИЧЕСКОГО КАУЧУКА, АО","KAZAN PLANT OF SYNTHETIC RUBBER, JSC",Казань,Россия,Kazan,Russia,Стенд: 1D2-2,Stand: 1D2-2
"Каланча Инжиниринг, ООО","Kalancha Engineering, OOO",Сергиев Посад,Россия,Sergiev Posad,Russia,Стенд: 5E1-20,Stand: 5E1-20
Калужский научно-исследовательский радиотехнический институт,Kaluga Research Radio Engineering Institute,Жуков,Россия,Zhukov,Russia,Стенд: 4O1,Stand: 4O1
"КАПИТАН И К, ООО","CAPTAIN AND K, OOO",Красноярск,Россия,Krasnoyarsk,Russia,Стенд: 2B8-9,Stand: 2B8-9
"Карачевский завод «Электродеталь», АО","Karachev plant ""Elektrodetal"", JSC",Карачев,Россия,Karachev,Russia,Стенд: 2B3-1,Stand: 2B3-1
Карнеев Системс,Karneev Systems,Москва,Россия,Moscow,Russia,Стенд: 2B7-3,Stand: 2B7-3
"КБПА, АО","KBPA, JSC",Саратов,Россия,Saratov,Russia,Стенд: 4O1,Stand: 4O1
"КБЭ XXI века, АО","KBE XXI century, JSC",Сарапул,Россия,Sarapul,Russia,Стенд: 1B1-2,Stand: 1B1-2
"КВАЗАР, ООО","KVAZAR, OOO",Видное,Россия,Vidnoye,Russia,Стенд: 4A1-4,Stand: 4A1-4
Кингисеппский машиностроительный завод,Kingisepp Machine Building Plant,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 3D5-2,Stand: 3D5-2
"Кираса, ЗАО","Cuirass, CJSC",Пермь,Россия,Perm,Russia,Стенд: 2F4-1,Stand: 2F4-1
"КлАСС, АО НПП","KLASS, JSC NPP",Москва,Россия,Moscow,Russia,Стенд: 2B4-1,Stand: 2B4-1
"КЛР, ООО","KLR, OOO",Уфа,Россия,Ufa,Russia,Стенд: 3A4-6,Stand: 3A4-6
"Ковровский электромеханический завод, АО",Kovrov Electromechanical Plant JSC,,Россия,,Russia,Стенд: 3O1,Stand: 3O1
Код Безопасности,Security code,Москва,Россия,Moscow,Russia,"Стенд: 1B5-2, 5E1-2","Stand: 1B5-2, 5E1-2"
"Комбинат автомобильных фургонов, АО","Combine of automobile vans, joint-stock company",Шумерля,Россия,Shumerlya,Russia,Стенд: 3O11,Stand: 3O11
"Компания «МИРО», ООО","Company ""MIRO"", LLC",Смоленск,Россия,Smolensk,Russia,Стенд: 5O1,Stand: 5O1
"Компания Промышленный Меридиан, ООО","Company Industrial Meridian, LLC",,Россия,,Russia,Стенд: 2O16,Stand: 2O16
"Комплексные поставки, АО","Complex deliveries, JSC",Москва,Россия,Moscow,Russia,Стенд: 3B10-3,Stand: 3B10-3
"КОННЕКТ, ООО","CONNECT, OOO",Москва,Россия,Moscow,Russia,Стенд: Заочно,Stand: In absentia
"КОНСОРЦИУМ ""МЕДИЦИНСКАЯ ТЕХНИКА"", АНО","CONSORTIUM ""MEDICAL TECHNOLOGY"", ANO",,Россия,,Russia,Стенд: 5C4,Stand: 5C4
"Конструкторское бюро «Арсенал» имени М.В. Фрунзе, АО","Design Bureau ""Arsenal"" named after M.V. Frunze JSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: VIP 3,Stand: VIP 3
"Конструкторское бюро по проектированию судов «Вымпел», АО","Design Bureau for the design of ships ""Vympel"", JSC",Нижний Новгород,Россия,Nizhny Novgorod,Russia,Стенд: Демоцентр,Stand: Democenter
"Конструкторское бюро приборостроения им. академика А.Г. Шипунова, АО","Design Bureau of Instrument Engineering. Academician A.G. Shipunova, JSC",Тула,Россия,Tula,Russia,Стенд: 3O1,Stand: 3O1
Конструкторское бюро точного машиностроения имени А.Э. Нудельмана,Design Bureau of Precision Engineering named after A.E. Nudelman,Москва,Россия,Moscow,Russia,"Стенд: 3C1, 2O5","Stand: 3C1, 2O5"
"Контрольно-Измерительные Приборы, ООО","Control and Measuring Devices, LLC",Ижевск,Россия,Izhevsk,Russia,Стенд: 1F4-0,Stand: 1F4-0
"Концерн ""Инмаш"", ООО","Concern ""Inmash"", LLC",,Россия,,Russia,Стенд: 1A3-1,Stand: 1A3-1
"Концерн «Автоматика», АО",Concern Avtomatika JSC,Москва,Россия,Moscow,Russia,"Стенд: 2C6, 2O2-2","Stand: 2C6, 2O2-2"
"Концерн «Гранит-Электрон», АО","Concern ""Granit-Electron"", JSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: Демоцентр,Stand: Democenter
"Концерн «НПО «Аврора», АО",Concern NPO Avrora JSC,Санкт-Петербург,Россия,Saint-Petersburg,Russia,"Стенд: 3C7, 1O7","Stand: 3C7, 1O7"
"Концерн «Океанприбор», АО","Concern ""Okeanpribor"", JSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,"Стенд: 3C7, 1O7","Stand: 3C7, 1O7"
"Концерн «РТИ Системы», АО","Concern ""RTI Systems"", JSC",Москва,Россия,Moscow,Russia,Стенд: 3C8-1,Stand: 3C8-1
"Концерн «Созвездие», АО","Concern ""Sozvezdie"", JSC",Воронеж,Россия,Voronezh,Russia,Стенд: 2C6,Stand: 2C6
"КОНЦЕРН «ТЕРМАЛЬ», ЗАО","CONCERN ""TERMAL"", CJSC",Нижний Новгород,Россия,Nizhny Novgorod,Russia,Стенд: Заочно,Stand: In absentia
"Концерн КЭМЗ, АО","Concern KEMZ, JSC",Кизляр,Россия,Kizlyar,Russia,Стенд: VIP 5,Stand: VIP 5
"Концерн Моринсис - Агат, АО","Concern Morinsis - Agat, JSC",Москва,Россия,Moscow,Russia,"Стенд: 3C7, 1O7","Stand: 3C7, 1O7"
"Корпорация «Аэрокосмическое оборудование», АО",Aerospace Equipment Corporation JSC,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 4O1,Stand: 4O1
Корпорация «Иркут»,Irkut Corporation,Москва,Россия,Moscow,Russia,Стенд: Демоцентр,Stand: Democenter
"Корпорация «Комета», АО","Corporation ""Kometa"", JSC",Москва,Россия,Moscow,Russia,"Стенд: 3C1, 2O5","Stand: 3C1, 2O5"
"КОРПОРАЦИЯ «МИТ», АО",MIT CORPORATION JSC,Москва,Россия,Moscow,Russia,Стенд: 5A6,Stand: 5A6
"Корпорация «Проект-техника», ООО","Corporation ""Proekt-tekhnika"", LLC",Москва,Россия,Moscow,Russia,Стенд: 2O6,Stand: 2O6
Корпорация ВСМПО-АВИСМА,VSMPO-AVISMA Corporation,Верхняя Салда,Россия,Upper Salda,Russia,Стенд: 3E2-2,Stand: 3E2-2
"Корпорация морского приборостроения, АО",Marine Instrument Corporation JSC,Санкт-Петербург,Россия,Saint-Petersburg,Russia,"Стенд: 3C7, 1O7","Stand: 3C7, 1O7"
Корпорация ЭЛАР,ELAR Corporation,,Россия,,Russia,Стенд: 4F5-10,Stand: 4F5-10
"КОРСАР, ООО","KORSAR, OOO",Королев,Россия,Korolev,Russia,Стенд: 1E3-1,Stand: 1E3-1
"КОРУНД-М, АО КБ","KORUND-M, JSC KB",Москва,Россия,Moscow,Russia,Стенд: 1E5-2,Stand: 1E5-2
КОРУС ООО,KORUS OOO,Нижний Новгород,Россия,Nizhny Novgorod,Russia,Стенд: 2A5-3,Stand: 2A5-3
КОСТРОМСКОЙ СУДОМЕХАНИЧЕСКИЙ ЗАВОД,KOSTROMA SHIP MECHANICAL PLANT,Кострома,Россия,Kostroma,Russia,Стенд: 3B10-1,Stand: 3B10-1
"Красногвардеец, ООО","Krasnogvardeets, OOO",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 5С3,Stand: 5S3
Красногорский комбинат автофургонов,Krasnogorsk van plant,Красногорский,Россия,Krasnogorsky,Russia,Стенд: 3O3,Stand: 3O3
"Красный дельфин, АО","Red Dolphin, AO",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 1B6-1,Stand: 1B6-1
"Кримтех 10, ООО","Krimteh 10, OOO",Петрозаводск,Россия,Petrozavodsk,Russia,Стенд: 5В2-11,Stand: 5V2-11
КРОНЕ,CRONE,Самарская обл.,Россия,Samara region,Russia,Стенд: Заочно,Stand: In absentia
"Кронштадт, АО","Kronstadt, JSC",Москва,Россия,Moscow,Russia,Стенд: 1C3,Stand: 1C3
Крыловский государственный научный центр,Krylov State Research Center,Санкт-Петербург,Россия,Saint-Petersburg,Russia,,
КРЭТ,KRET,Москва,Россия,Moscow,Russia,Стенд: 4O1,Stand: 4O1
"КСУ, ООО","KSU, OOO",Домодедово,Россия,Domodedovo,Russia,,
"Кумертауское авиационное производственное предприятие, АО","Kumertau Aviation Production Enterprise, JSC",,Россия,,Russia,Стенд: 1O3,Stand: 1O3
Курганмашзавод,Kurganmashzavod,Курган,Россия,Kurgan,Russia,Стенд: 3O1,Stand: 3O1
"Курс, ЦНИИ","Course, Central Research Institute",Москва,Россия,Moscow,Russia,Стенд: 3C7,Stand: 3C7
"Лаборатория «Евростиль», ООО","Eurostyle Laboratory, LLC",Свердловский,Россия,Sverdlovsky,Russia,Стенд: 5E1-4,Stand: 5E1-4
Лаборатория Вакуумной техники,Vacuum Technology Laboratory,Серпухов,Россия,Serpukhov,Russia,Стенд: 1F2-8,Stand: 1F2-8
Лагук-Медиа-Люкс (ООО),Laguk-Media-Lux (LLC),Москва,Россия,Moscow,Russia,Стенд: 4F2-8,Stand: 4F2-8
"Лазерные компоненты, ООО","Laser Components Co.,Ltd",Москва,Россия,Moscow,Russia,Стенд: 2C4-2,Stand: 2C4-2
"Лазерный Центр, ООО","Laser Center, OOO",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 2E3-2,Stand: 2E3-2
"ЛайтКом, ООО","LightKom, OOO",Москва,Россия,Moscow,Russia,Стенд: 1B9,Stand: 1B9
