"«Корунд-М», ЗАО","""Korund-M"", CJSC",Москва,Россия,Moscow,Russia,Стенд: 1A5-3,Stand: 1A5-3
"ОАК, ПАО","UAC, PAO",Москва,Россия,Moscow,Russia,Стенд: Демоцентр,Stand: Democenter
"Оборонлогистика, ООО","Oboronlogistika, OOO",Москва,Россия,Moscow,Russia,Стенд: 4C2-1,Stand: 4C2-1
"Обуховский завод, АО","Obukhov plant, JSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,"Стенд: 3C1, 2O5","Stand: 3C1, 2O5"
Общество с ограниченной ответственностью «Военно-промышленная компания» (ООО «ВПК»),"Limited Liability Company ""Military Industrial Company"" (LLC ""VPK"")",Москва,Россия,Moscow,Russia,Стенд: 1O5,Stand: 1O5
"Объединенная промышленная редакция, (ОПР)","United Industrial Edition, (OPR)",Москва,Россия,Moscow,Russia,Стенд: 4E5-5,Stand: 4E5-5
"ОДК, АО","ODK, JSC",Москва,Россия,Moscow,Russia,Стенд: Демоцентр,Stand: Democenter
"ОЗ «Микрон», АО","OZ ""Mikron"", JSC",Великие Луки,Россия,Velikiye Luki,Russia,Стенд: 3O4,Stand: 3O4
"ОКБ «Аэрокосмические системы», АО","OKB ""Aerospace Systems"", JSC",Дубна,Россия,Dubna,Russia,Стенд: 1D2-2,Stand: 1D2-2
ОКБ «ТЕХНИКА»,"OKB ""TECHNIKA""",Москва,Россия,Moscow,Russia,Стенд: 1O4,Stand: 1O4
"ОКБ МЭИ, АО",OKB MEI JSC,Москва,Россия,Moscow,Russia,Стенд: VIP 3,Stand: VIP 3
ОКБ Факел,OKB Fakel,Калининград,Россия,Kaliningrad,Russia,Стенд: VIP 3,Stand: VIP 3
Океан Электроники,Ocean of Electronics,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 1B7-2,Stand: 1B7-2
"ОКРУГ, ООО","OKRUG, OOO",Москва,Россия,Moscow,Russia,Стенд: 2D5-1,Stand: 2D5-1
"ОКТАВА ДИЗАЙН И МАРКЕТИНГ, ООО",OCTAVA DESIGN AND MARKETING LLC,Тула,Россия,Tula,Russia,Стенд: 5С3,Stand: 5S3
"Октава, АО","Oktava, AO",Тула,Россия,Tula,Russia,Стенд: 2F2-6,Stand: 2F2-6
"ОЛИМП, ООО","OLIMP, OOO",Оренбург,Россия,Orenburg,Russia,Стенд: 3O9,Stand: 3O9
Омнимед,Omnimed,Нижний Новгород,Россия,Nizhny Novgorod,Russia,Стенд: 5О,Stand: 5O
Омсктрансмаш,Omsktransmash,Омск,Россия,Omsk,Russia,Стенд: 3O2,Stand: 3O2
"ООО ""ДВИ ЕВРОТЕХ""","LLC ""DVI EUROTECH""",Москва,Россия,Moscow,Russia,Стенд: 4B7-1,Stand: 4B7-1
ООО «ЛЕОВИТ нутрио»,"LLC ""LEOVIT nutrio""",Москва,Россия,Moscow,Russia,Стенд: 4C5,Stand: 4C5
ООО ЭПО «Сигнал»,"OOO EPO ""Signal""",Энгельс-19,Россия,Engels-19,Russia,Стенд: 3B7-2,Stand: 3B7-2
Оптиспарк,Optispark,,Россия,,Russia,Стенд: 2B8-6,Stand: 2B8-6
"Оптрон-Ставрополь, АО","Optron-Stavropol, JSC",Ставрополь,Россия,Stavropol,Russia,Стенд: 2F3-7,Stand: 2F3-7
ОРАНТА,ORANTA,Москва,Россия,Moscow,Russia,,
"ОРЕЛМЕДТЕХ, ООО","ORELMEDTEKH, OOO",Орел,Россия,Orel,Russia,Стенд: 5С2,Stand: 5S2
Орловский государственный университет им. И.С. Тургенева,Oryol State University I.S. Turgenev,Орел,Россия,Orel,Russia,Стенд: 4A1-1,Stand: 4A1-1
"ОРТУМ - МЕД, ООО","ORTUM - MED, LLC",Ижевск,Россия,Izhevsk,Russia,Стенд: 5С2,Stand: 5S2
"Оршанский авиаремонтный завод, ОАО","Orsha Aircraft Repair Plant, JSC",,Беларусь,,Belarus,Стенд: 2D1,Stand: 2D1
"ОСАТЕК, ООО","OSATEK, OOO",Москва,Россия,Moscow,Russia,Стенд: 1B2-1,Stand: 1B2-1
"ОСК, АО","USC, JSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,,
Особые решения,Special Solutions,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 2A4-4,Stand: 2A4-4
"ОСТ, ООО","OST, OOO",Москва,Россия,Moscow,Russia,Стенд: 3B6-2,Stand: 3B6-2
Отдел медицинской техники,Department of Medical Technology,Екатеринбург,Россия,Yekaterinburg,Russia,Стенд: 4A2-3,Stand: 4A2-3
ОТЗВУК,RESPONSE,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 3A1-2,Stand: 3A1-2
"ОТК, ООО","OTK, OOO",Обнинск,Россия,Obninsk,Russia,Стенд: 1F4-4,Stand: 1F4-4
ПАО АНПП «ТЕМП-АВИА»,"PJSC ANPP ""TEMP-AVIA""",Арзамас,Россия,Arzamas,Russia,Стенд: Демоцентр,Stand: Democenter
ПАО МедиаЦентр,PJSC Media Center,,Россия,,Russia,,
ПАРАМЕРУС ООО,PARAMERUS LLC,Курск,Россия,Kursk,Russia,Стенд: 2B8-10,Stand: 2B8-10
"ПАРИЖСКАЯ КОММУНА, МОФ, ЗАО","PARIS COMMUNE, MOF, CJSC",Москва,Россия,Moscow,Russia,Стенд: 5E1-21,Stand: 5E1-21
"Пеленг, ОАО","Peleng, OAO",Минск,Беларусь,Minsk,Belarus,Стенд: 2D2-1,Stand: 2D2-1
"Первое Маршрутное Телевидение, ООО","First Route Television, LLC",Челябинск,Россия,Chelyabinsk,Russia,Стенд: 5E3-2,Stand: 5E3-2
Передовая текстильщица,Advanced textile worker,Королев,Россия,Korolev,Russia,Стенд: 2B3-3,Stand: 2B3-3
"Перехватчик, ООО","Interceptor, OOO",Брянск,Россия,Bryansk,Russia,Стенд: 3B8-3,Stand: 3B8-3
Пермский завод «Машиностроитель»,"Perm plant ""Mashinostroitel""",Пермь,Россия,Perm,Russia,Стенд: Демоцентр,Stand: Democenter
Петрозаводский государственный университет,Petrozavodsk State University,Петрозаводск,Россия,Petrozavodsk,Russia,Стенд: 4E5-6,Stand: 4E5-6
"ПК ""Композит"", ООО","PK ""Composite"", LLC",Новосибирск,Россия,Novosibirsk,Russia,Стенд: 4A3-5,Stand: 4A3-5
"ПК «Сибирский Проект», ООО","PK Siberian Project, LLC",,Россия,,Russia,Стенд: 3E3-4,Stand: 3E3-4
ПК Аквариус,PC Aquarius,,Россия,,Russia,Стенд: 1B8-3,Stand: 1B8-3
"ПКБ«РИО», АО","Design Bureau ""RIO"", JSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,"Стенд: 1,00E+08",Stand: 1.00E+08
ПЛАЗ,PLAZ,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 3B2-2,Stand: 3B2-2
"Пластик-Строймаркет, ООО","Plastik-Stroymarket, OOO",Тверь,Россия,Tver,Russia,Стенд: 3B6-1,Stand: 3B6-1
"ПО «Стрела», АО","PO ""Strela"", JSC",Оренбург,Россия,Orenburg,Russia,Стенд: Демоцентр,Stand: Democenter
ПО «ТАКТИКА»,"ON ""TAKTIKA""",Хабаровск,Россия,Khabarovsk,Russia,Стенд: 4E4-2,Stand: 4E4-2
"ПОЖСНАБ, ООО","POZHSNAB, OOO",Борисов,Беларусь,Borisov,Belarus,Стенд: 5O9,Stand: 5O9
ПОЗИС,POZIS,Зеленодольск,Россия,Zelenodolsk,Russia,Стенд: 5С3,Stand: 5S3
Полёт-Хронос,Flight-Chronos,Москва,Россия,Moscow,Russia,Стенд: 3A2-1,Stand: 3A2-1
Полиграфический комплекс «Красная Звезда»,"Polygraphic complex ""Red Star""",Москва,Россия,Moscow,Russia,Стенд: 4B3-2,Stand: 4B3-2
ПОЛИМЕРКОМПАНИ,POLYMER COMPANY,Щёлково,Россия,Shchyolkovo,Russia,Стенд: 4E3-1,Stand: 4E3-1
"Полководец, журнал","Commander, magazine",Москва,Россия,Moscow,Russia,Стенд: 4F2-9,Stand: 4F2-9
"Полюс, АО (АО «ВЦКБ «Полюс»)",Polyus JSC (VTSKB Polyus JSC),Воронеж,Россия,Voronezh,Russia,Стенд: 2O2-4,Stand: 2O2-4
ПортНьюс,PortNews,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: Заочно,Stand: In absentia
ПОТОК - Трубная компания,POTOK - Pipe company,,Россия,,Russia,Стенд: 5E1-18,Stand: 5E1-18
"Прикладная механика, ООО","Applied Mechanics, LLC",Москва,Россия,Moscow,Russia,Стенд: 1B4-4,Stand: 1B4-4
"ПРИОРИТЕТ, ООО",PRIORITET LLC,Миасс,Россия,Miass,Russia,Стенд: 5D4-2,Stand: 5D4-2
"Производственная безопасность и экология, ООО","Industrial safety and ecology, LLC",Москва,Россия,Moscow,Russia,Стенд: 2B7-4,Stand: 2B7-4
"Производственная Медицинская Компания, ООО","Manufacturing Medical Company, LLC",Нижегородская обл.,Россия,Nizhny Novgorod region,Russia,Стенд: 5С2,Stand: 5S2
"Пролетарский завод, ПАО","Proletarian Plant, PAO",Санкт-Петербург,Россия,Saint-Petersburg,Russia,,
"Промприбор, АО",Prompribor JSC,Ливны,Россия,Livny,Russia,Стенд: 1A4-0,Stand: 1A4-0
"ПРОМТЕХ-Дубна, АО","PROMTEH-Dubna, JSC",Дубна,Россия,Dubna,Russia,Стенд: 1D2-2,Stand: 1D2-2
ПРОТЕЙ СТ,PROTEUS ST,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 1E6-2,Stand: 1E6-2
ПСБ,PSB,Москва,Россия,Moscow,Russia,"Стенд: 2C7, 5B2, 5A3","Stand: 2C7, 5B2, 5A3"
"Р.Т.А., ООО","R.T.A., OOO",Москва,Россия,Moscow,Russia,Стенд: 1B5-3,Stand: 1B5-3
"РА Корабел.ру, ООО","RA Korabel.ru, OOO",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 1F1-1,Stand: 1F1-1
"Радиоавионика, АО",Radioavionika JSC,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 1D3-1,Stand: 1D3-1
"Радиозавод, АО",Radiozavod JSC,Пенза,Россия,Penza,Russia,Стенд: 2O2-1,Stand: 2O2-1
"Радиоизмерения, ООО","Radio measurements, OOO",Казань,Россия,Kazan,Russia,Стенд: 2A4-3,Stand: 2A4-3
"Радиоприбор, АО",Radiopribor JSC,Казань,Россия,Kazan,Russia,Стенд: 4O1,Stand: 4O1
Радиостанция «Авторадио»,"Radio station ""Autoradio""",Москва,Россия,Moscow,Russia,Стенд: Заочно,Stand: In absentia
"Радиофизика, ПАО","Radiophysics, PAO",Москва,Россия,Moscow,Russia,"Стенд: 3C1, 2O5","Stand: 3C1, 2O5"
РАЙТ ГРУПП,WRIGHT GROUP,Москва,Россия,Moscow,Russia,,
"Ракетно-космический центр «Прогресс», АО","Rocket and Space Center ""Progress"", JSC",Самара,Россия,Samara,Russia,Стенд: VIP 3,Stand: VIP 3
"РАМЭК-ВС, АО",RAMEK-VS JSC,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 1E4-1,Stand: 1E4-1
"РАТЕП, АО",RATEP JSC,Серпухов,Россия,Serpukhov,Russia,"Стенд: 3C1, 2O5","Stand: 3C1, 2O5"
РГ Медиа,RG Media,Москва,Россия,Moscow,Russia,Стенд: Заочно,Stand: In absentia
РГУ нефти и газа (НИУ) имени И.М. Губкина,Russian State University of Oil and Gas (NRU) named after I.M. Gubkin,Москва,Россия,Moscow,Russia,,
"РДВ Технолоджи, ООО","RDV Technology, OOO",Москва,Россия,Moscow,Russia,Стенд: 5C4-3,Stand: 5C4-3
РЕАМЕД,REAMED,Москва,Россия,Moscow,Russia,Стенд: 5С6,Stand: 5S6
"Регион ГНПП, АО","Region GNPP, JSC",Москва,Россия,Moscow,Russia,Стенд: Демоцентр,Stand: Democenter
Региональный центр лазерных технологий,Regional Center for Laser Technologies,Екатеринбург,Россия,Yekaterinburg,Russia,Стенд: 3F2-1,Stand: 3F2-1
РЕД СОФТ,RED SOFT,Москва,Россия,Moscow,Russia,Стенд: 5C3-3,Stand: 5C3-3
"Ремдизель, АО",Remdizel JSC,Набережные Челны,Россия,Naberezhnye Chelny,Russia,Стенд: 2O4,Stand: 2O4
"Ресайклинг Констракшн, ООО","Recycling Construction, OOO",Воронеж,Россия,Voronezh,Russia,Стенд: 3B3-3,Stand: 3B3-3
Ресурс,Resource,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 3F1-2,Stand: 3F1-2
РИА Новости,RIA News,Москва,Россия,Moscow,Russia,"Стенд: 4,00E+01",Stand: 4.00E+01
"РИРВ, АО","RIRV, JSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,"Стенд: 3C1, 2O5","Stand: 3C1, 2O5"
"РИЦ «Красная звезда» Минобороны России, ФГБУ","RIC ""Red Star"" of the Ministry of Defense of Russia, Federal State Budgetary Institution",Москва,Россия,Moscow,Russia,Стенд: 4F2-1,Stand: 4F2-1
"РКК «ЭНЕРГИЯ», ПАО","RSC ENERGIA, PJSC",Королёв,Россия,Korolev,Russia,Стенд: VIP 3,Stand: VIP 3
Робком,Robkom,Новосибирск,Россия,Novosibirsk,Russia,,
Робоаэронавтика,Roboaeronautics,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 2B8-8,Stand: 2B8-8
"РОБОЛЁТ, ООО","ROBOLET, OOO",Москва,Россия,Moscow,Russia,,
РООССА издательство,ROOSSA publishing house,Москва,Россия,Moscow,Russia,,
"РосАвтоЦентр, ООО","RosAvtoCentr, OOO",Санкт-Петербург,Россия,Saint-Petersburg,Russia,,
"Росатом, Государственная корпорация по атомной энергии","Rosatom, State Atomic Energy Corporation",Москва,Россия,Moscow,Russia,"Стенд: 3D1, 5B3","Stand: 3D1, 5B3"
Росгвардия,National Guard,,Россия,,Russia,Стенд: 5A1,Stand: 5A1
"РОСКЕР, ООО","ROSKER, OOO",Электросталь,Россия,Elektrostal,Russia,Стенд: 3B6-4,Stand: 3B6-4
Роскосмос,Roscosmos,Москва,Россия,Moscow,Russia,Стенд: VIP 3,Stand: VIP 3
Рособоронэкспорт,Rosoboronexport,Москва,Россия,Moscow,Russia,"Стенд: 2D8, 1O1, VIP 1","Booth: 2D8, 1O1, VIP 1"
"Российские космические системы, АО",Russian Space Systems JSC,Москва,Россия,Moscow,Russia,"Стенд: VIP 3, 1O9","Stand: VIP 3, 1O9"
РОССИЙСКИЕ МАРКИРОВОЧНЫЕ СИСТЕМЫ,RUSSIAN MARKING SYSTEMS,Екатеринбург,Россия,Yekaterinburg,Russia,,
Российские сети вещания и оповещения (ФГУП РСВО),Russian broadcasting and warning networks (FSUE RSVO),Москва,Россия,Moscow,Russia,Стенд: 1B8-1,Stand: 1B8-1
Российский Федеральный Ядерный Центр - Всероссийский научно-исследовательский институт экспериментальной физики,Russian Federal Nuclear Center - All-Russian Research Institute of Experimental Physics,Саров,Россия,Sarov,Russia,Стенд: 3D1,Stand: 3D1
Российское военно-историческое общество,Russian Military Historical Society,Москва,Россия,Moscow,Russia,Стенд: 4C6-3,Stand: 4C6-3
"Роствертол, ПАО","Rostvertol, PAO",,Россия,,Russia,Стенд: 1O3,Stand: 1O3
"Ростелеком, ПАО","Rostelecom, PAO",,Россия,,Russia,Стенд: 5D6,Stand: 5D6
"Ростовский оптико-механический завод, ПАО","Rostov Optical and Mechanical Plant, PJSC",Ростов,Россия,Rostov,Russia,Стенд: 2F3-1,Stand: 2F3-1
Росэлектроника,Ruselectronics,Москва,Россия,Moscow,Russia,Стенд: 2C6,Stand: 2C6
Ротор 43,Rotor 43,Ростов-на-Дону,Россия,Rostov-on-Don,Russia,,
"РПЗ, АО",RPZ JSC,Раменское,Россия,Ramenskoye,Russia,Стенд: 4O1,Stand: 4O1
"РПКБ, АО","RPKB, JSC",Раменское,Россия,Ramenskoye,Russia,Стенд: 4O1,Stand: 4O1
РТ-Техприемка,RT-Tekhpriemka,Москва,Россия,Moscow,Russia,Стенд: Демоцентр,Stand: Democenter
"РТЕХ-НО, АО","RTEKH-NO, JSC",Московская обл.,Россия,Moscow region,Russia,,
РТИ,RTI,Москва,Россия,Moscow,Russia,Стенд: 3C8-1,Stand: 3C8-1
"Рубеж-Техно, ООО","Rubezh-Tehno, OOO",Краснодар,Россия,Krasnodar,Russia,Стенд: 3F7-1,Stand: 3F7-1
РУБРУКС,RUBROOKS,Москва,Россия,Moscow,Russia,Стенд: 3F3-2,Stand: 3F3-2
РусАрм,RusArm,Москва,Россия,Moscow,Russia,,
Русатом - Аддитивные Технологии,Rusatom - Additive Technologies,,Россия,,Russia,Стенд: 2O12,Stand: 2O12
"РусБИТех, АО","RusBITech, JSC",Москва,Россия,Moscow,Russia,Стенд: 1D6,Stand: 1D6
"РУССКИЕ ВЕЗДЕХОДЫ ПЛАСТУН, ООО",RUSSIAN ATVs PLASTUN LLC,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 3O12,Stand: 3O12
Русское географическое общество,Russian Geographical Society,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 3C8-2,Stand: 3C8-2
РУССОФТ,RUSSOFT,,Россия,,Russia,Стенд: 5B7,Stand: 5B7
Русьтелетех,Rusteletech,Москва,Россия,Moscow,Russia,Стенд: 1F4-6,Stand: 1F4-6
"Рынок Электротехники, журнал-справочник","Market of Electrical Engineering, magazine-reference book",Москва,Россия,Moscow,Russia,Стенд: 1F1-13,Stand: 1F1-13
"Рязанский Радиозавод, АО","Ryazan Radio Plant, JSC",Рязань,Россия,Ryazan,Russia,Стенд: 2C6,Stand: 2C6
С-ГРУП – ЦЕНТР КОРПОРАТИВНЫХ КОММУНИКАЦИЙ,S-GROUP - CENTER FOR CORPORATE COMMUNICATIONS,,Россия,,Russia,Стенд: 5C4,Stand: 5C4
"С.П.ГЕЛПИК, ООО","S.P. GELPIK, OOO",Москва,Россия,Moscow,Russia,Стенд: 5С3,Stand: 5S3
"Салют, АО","Salyut, AO",Самара,Россия,Samara,Russia,Стенд: Демоцентр,Stand: Democenter
САМАРОВО,SAMAROVO,Москва,Россия,Moscow,Russia,Стенд: 4A2-2,Stand: 4A2-2
"Самарский завод медицинских изделий, ООО","Samara plant of medical products, LLC",Тольятти,Россия,Tolyatti,Russia,Стенд: 4B6-2,Stand: 4B6-2
"Самарский национальный исследовательский университет имени академика С.П. Королева, ФГАОУ ВО","Samara National Research University named after Academician S.P. Koroleva, Federal State Autonomous Educational Institution of Higher Education",Самара,Россия,Samara,Russia,Стенд: 4E5-3,Stand: 4E5-3
"САМТЕК, ЗАО","SAMTEK, CJSC",Тольятти,Россия,Tolyatti,Russia,Стенд: 5E1-14,Stand: 5E1-14
Санкт-Петербургский государственный электротехнический университет «ЛЭТИ» им. В.И. Ульянова (Ленина),"St. Petersburg State Electrotechnical University ""LETI"" IN AND. Ulyanov (Lenin)",Санкт-Петербург,Россия,Saint-Petersburg,Russia,,
Санкт-Петербургский политехнический университет Петра Великого,St. Petersburg Polytechnic University of Peter the Great,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 4D2-1,Stand: 4D2-1
"Сарапульский электрогенераторный завод, АО",Sarapul Power Plant JSC,Сарапул,Россия,Sarapul,Russia,"Стенд: 1E2-1, 1O8","Stand: 1E2-1, 1O8"
"САРАТОВСКИЙ РАДИОПРИБОРНЫЙ ЗАВОД, АО","SARATOV RADIO INSTRUMENT PLANT, JSC",Саратов,Россия,Saratov,Russia,Стенд: Демоцентр,Stand: Democenter
Сбалансированные Оружейные Технологии,Balanced Weapon Technologies,Екатеринбург,Россия,Yekaterinburg,Russia,Стенд: 2F2-3,Stand: 2F2-3
СВ МСК,SW MSC,Москва,Россия,Moscow,Russia,Стенд: 3A1-4,Stand: 3A1-4
"СВД Встраиваемые Системы, ООО",SVD Embedded Systems LLC,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 1B2-4,Stand: 1B2-4
"Связь.ком, ООО","Svyaz.com, OOO",Москва,Россия,Moscow,Russia,Стенд: 1A5-5,Stand: 1A5-5
"СДС, ООО","SDS, OOO",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 1B5-1,Stand: 1B5-1
"Северная верфь, ПАО","Severnaya Verf, PAO",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: Демоцентр,Stand: Democenter
"Северная заря НПК, АО",Severnaya Zarya NPK JSC,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 1B3-3,Stand: 1B3-3
"Северное ПКБ, АО","Severnoe Design Bureau, JSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: Демоцентр,Stand: Democenter
"СЕВМАШ, АО","SEVMASH, JSC",Северодвинск,Россия,Severodvinsk,Russia,Стенд: Демоцентр,Stand: Democenter
"СЕЛЛДЖИМ-РУС, ООО","SELLGIM-RUS, OOO",Москва,Россия,Moscow,Russia,,
"Си Проект, ЗАО","Sea Project, CJSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 1B6-1,Stand: 1B6-1
СИБЕР,SIBER,Москва,Россия,Moscow,Russia,Стенд: Демоцентр,Stand: Democenter
Сибирский федеральный университет,Siberian Federal University,Красноярск,Россия,Krasnoyarsk,Russia,Стенд: 1A4-2,Stand: 1A4-2
"Сибирь-мехатроника, ООО","Sibir-mekhatronika, OOO",Новосибирск,Россия,Novosibirsk,Russia,Стенд: 1F2-9,Stand: 1F2-9
"СибКонтакт, ООО","SibKontakt, OOO",Новосибирск,Россия,Novosibirsk,Russia,Стенд: 1A6-1,Stand: 1A6-1
"Сигма-Вент, ООО","Sigma-Vent, OOO",Балашиха,Россия,Balashikha,Russia,,
"Сигнал, ПАО","Signal, PAO",Ставрополь,Россия,Stavropol,Russia,Стенд: 4O1,Stand: 4O1
"Силур, ООО","Silur, OOO",Пермь,Россия,Perm,Russia,Стенд: 3F6-1,Stand: 3F6-1
"СИНТОЛ, ООО","SINTOL, OOO",Москва,Россия,Moscow,Russia,Стенд: 2A5-4,Stand: 2A5-4
Система промышленная группа,Industrial group system,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 3B7-3,Stand: 3B7-3
"Системы прецизионного приборостроения, НПК","Precision Instrumentation Systems, NPK",Москва,Россия,Moscow,Russia,Стенд: VIP 3,Stand: VIP 3
Ситроникс КТ,Sitronics CT,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 1C3,Stand: 1C3
"СК Райдекс, ООО","SK Raideks, OOO",Москва,Россия,Moscow,Russia,,
"СКАНДА РУС, АО",SCANDA RUS JSC,Красногорск,Россия,Krasnogorsk,Russia,Стенд: 3A1-1,Stand: 3A1-1
"Смоленский авиационный завод, АО","Smolensk Aviation Plant, JSC",Смоленск,Россия,Smolensk,Russia,Стенд: Демоцентр,Stand: Democenter
СО «БраМос»,"SO ""BrahMos""",Дели,Индия,Delhi,India,"Стенд: 3B5-1, 3O6","Stand: 3B5-1, 3O6"
Собственные Технологии,Own Technologies,Москва,Россия,Moscow,Russia,Стенд: 1A3-3,Stand: 1A3-3
Современные технологии заземления,Modern grounding technologies,Москва,Россия,Moscow,Russia,Стенд: Заочно,Stand: In absentia
"Современные Технологические Линии, ООО","Modern Technological Lines, LLC",Москва,Россия,Moscow,Russia,"Стенд: 1F3-4, 2F3-4, 2A5-5","Stand: 1F3-4, 2F3-4, 2A5-5"
"Совэлмаш, ООО","Sovelmash, OOO",Москва,Россия,Moscow,Russia,"Стенд: 3B6-3, 3O8","Stand: 3B6-3, 3O8"
"СОГАЗ, АО",SOGAZ JSC,Москва,Россия,Moscow,Russia,,
"Соединитель, АО","Connector, JSC",Миасс,Россия,Miass,Russia,Стенд: 2A2-3,Stand: 2A2-3
Созвездие,Constellation,Москва,Россия,Moscow,Russia,Стенд: 2F2-8,Stand: 2F2-8
"СОЛИТОН, НПП","SOLITON, NPP",Саратов,Россия,Saratov,Russia,Стенд: 2O13,Stand: 2O13
СофтЭксперт,SoftExpert,Московская обл.,Россия,Moscow region,Russia,Стенд: 1A3-7,Stand: 1A3-7
СПбНИИВС ФМБА России,SPbNIIVS FMBA of Russia,Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 4C3,Stand: 4C3
"Спектр-АТ, НПЦ","Spektr-AT, NPC",Москва,Россия,Moscow,Russia,Стенд: 4C3,Stand: 4C3
"Специальное конструкторское бюро машиностроения, АО","Special Design Bureau of Mechanical Engineering, JSC",,Россия,,Russia,Стенд: 3O1,Stand: 3O1
Специальные проекты машиностроения,Special engineering projects,,Россия,,Russia,Стенд: 2O17,Stand: 2O17
"Спецмедтехника, ООО","Spetsmedtechnika, OOO",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: 1A5-4,Stand: 1A5-4
Спецпоставка ЭК,Special delivery of EC,Санкт-Петербург,Россия,Saint-Petersburg,Russia,,
"СпецТехМет, ООО","SpecTehMet, OOO",Москва,Россия,Moscow,Russia,Стенд: 4D2-2,Stand: 4D2-2
СПЛАВ,ALLOY,Тула,Россия,Tula,Russia,Стенд: 4A2-1,Stand: 4A2-1
"СПО «Арктика», АО","SPO Arktika, JSC",Северодвинск,Россия,Severodvinsk,Russia,Стенд: Демоцентр,Stand: Democenter
"СПОРТ ВИАПОН КАСТОМ, ООО",SPORT VIAPON CUSTOM LLC,,Россия,,Russia,Стенд: 3E3-4,Stand: 3E3-4
"Средне-Невский судостроительный завод, АО","Sredne-Nevsky shipbuilding plant, JSC",Санкт-Петербург,Россия,Saint-Petersburg,Russia,Стенд: Демоцентр,Stand: Democenter
